s.no,Date,Quantity,Item,Price,Invoice no.,Customer Id,City,Category,Payment_Method
3565,9/19/2025,50,3206,₹ 500.00,3565,112,Noida,Electronics,Debit Card
3566,2/18/2025,36,2668,₹ 360.00,3566,192,Pune,Electronics,UPI
3567,10/24/2025,86,4586,₹ 860.00,3567,429,Bangalore,Cosmetics,Debit Card
3568,10/22/2025,44,3545,₹ 440.00,3568,173,Noida,Accessories,Cash
3569,4/29/2025,38,3733,₹ 380.00,3569,440,Chennai,Food,EMI
3570,8/21/2025,41,2372,₹ 410.00,3570,304,Noida,Electronics,UPI
3571,7/30/2025,94,562,₹ 940.00,3571,54,Kochi,Accessories,UPI
3572,5/21/2025,42,869,₹ 420.00,3572,448,Pune,Home Decor,Debit Card
3573,8/27/2025,86,1253,₹ 860.00,3573,263,Bangalore,Electronics,EMI
3574,9/29/2025,98,2030,₹ 980.00,3574,46,Chennai,Accessories,Credit Card
3575,3/13/2025,23,1046,₹ 230.00,3575,361,Noida,Electronics,EMI
3576,7/10/2025,4,3236,₹ 40.00,3576,346,Kochi,Food,UPI
3577,10/10/2025,71,3189,₹ 710.00,3577,210,Chennai,Electronics,EMI
3578,5/29/2025,2,3601,₹ 20.00,3578,22,Bangalore,Cosmetics,Debit Card
3579,8/12/2025,59,3982,₹ 590.00,3579,453,Chennai,Cosmetics,Cash
3580,3/26/2025,65,452,₹ 650.00,3580,347,Noida,Food,UPI
3581,2/24/2025,54,4023,₹ 540.00,3581,302,Noida,Food,UPI
3582,3/15/2025,9,625,₹ 90.00,3582,242,Pune,Home Decor,Credit Card
3583,11/4/2025,1,1763,₹ 10.00,3583,117,Noida,Food,Debit Card
3584,4/12/2025,29,333,₹ 290.00,3584,494,Bangalore,Home Decor,Credit Card
3585,3/10/2025,31,929,₹ 310.00,3585,330,Chennai,Electronics,Debit Card
3586,2/28/2025,91,3449,₹ 910.00,3586,375,Kochi,Food,Cash
3587,5/25/2025,77,1692,₹ 770.00,3587,468,Kochi,Accessories,Credit Card
3588,9/17/2025,100,3562,"₹ 1,000.00",3588,203,Bangalore,Electronics,Credit Card
3589,9/25/2025,78,1955,₹ 780.00,3589,369,Bangalore,Electronics,Credit Card
3590,6/26/2025,93,4106,₹ 930.00,3590,307,Bangalore,Cosmetics,Cash
3591,6/20/2025,38,4986,₹ 380.00,3591,106,Kochi,Home Decor,Cash
3592,8/8/2025,68,3581,₹ 680.00,3592,400,Noida,Home Decor,Debit Card
3593,8/4/2025,18,4782,₹ 180.00,3593,195,Bangalore,Cosmetics,UPI
3594,2/18/2025,56,4709,₹ 560.00,3594,431,Chennai,Electronics,Credit Card
3595,10/14/2025,10,2592,₹ 100.00,3595,240,Pune,Electronics,UPI
3596,3/19/2025,52,1088,₹ 520.00,3596,197,Pune,Cosmetics,Credit Card
3597,4/18/2025,100,1232,"₹ 1,000.00",3597,133,Bangalore,Accessories,UPI
3598,4/3/2025,28,2337,₹ 280.00,3598,443,Kochi,Food,Credit Card
3599,6/23/2025,78,2637,₹ 780.00,3599,73,Noida,Food,Credit Card
3600,6/23/2025,55,4384,₹ 550.00,3600,72,Bangalore,Electronics,UPI
3601,4/22/2025,77,389,₹ 770.00,3601,239,Bangalore,Electronics,Credit Card
3602,3/23/2025,25,4896,₹ 250.00,3602,68,Noida,Accessories,EMI
3603,9/6/2025,3,4463,₹ 30.00,3603,235,Noida,Home Decor,Cash
3604,5/18/2025,80,4527,₹ 800.00,3604,186,Chennai,Accessories,Debit Card
3605,4/6/2025,37,1420,₹ 370.00,3605,190,Pune,Home Decor,EMI
3606,11/9/2025,33,3396,₹ 330.00,3606,303,Noida,Food,Credit Card
3607,5/12/2025,30,3414,₹ 300.00,3607,226,Kochi,Electronics,Debit Card
3608,8/12/2025,81,3649,₹ 810.00,3608,47,Pune,Food,EMI
3609,8/11/2025,81,1344,₹ 810.00,3609,88,Bangalore,Accessories,Debit Card
3610,10/5/2025,61,1280,₹ 610.00,3610,484,Noida,Cosmetics,EMI
3611,4/18/2025,81,1834,₹ 810.00,3611,108,Kochi,Accessories,Debit Card
3612,3/5/2025,61,4455,₹ 610.00,3612,467,Noida,Home Decor,Debit Card
3613,8/18/2025,43,1724,₹ 430.00,3613,479,Kochi,Cosmetics,Debit Card
3614,5/17/2025,18,4278,₹ 180.00,3614,350,Kochi,Cosmetics,EMI
3615,7/5/2025,82,4200,₹ 820.00,3615,397,Kochi,Electronics,UPI
3616,4/16/2025,2,1760,₹ 20.00,3616,63,Kochi,Accessories,Debit Card
3617,8/16/2025,52,1596,₹ 520.00,3617,480,Bangalore,Home Decor,Debit Card
3618,6/12/2025,44,1233,₹ 440.00,3618,157,Chennai,Accessories,EMI
3619,9/21/2025,72,4867,₹ 720.00,3619,248,Kochi,Accessories,Cash
3620,7/24/2025,71,959,₹ 710.00,3620,383,Bangalore,Food,UPI
3621,4/2/2025,72,244,₹ 720.00,3621,252,Kochi,Home Decor,Cash
3622,10/11/2025,84,419,₹ 840.00,3622,458,Chennai,Electronics,Credit Card
3623,2/25/2025,79,4106,₹ 790.00,3623,104,Pune,Home Decor,Credit Card
3624,4/6/2025,45,1321,₹ 450.00,3624,120,Kochi,Electronics,Cash
3625,6/24/2025,97,4918,₹ 970.00,3625,385,Pune,Cosmetics,EMI
3626,3/21/2025,81,4090,₹ 810.00,3626,140,Noida,Accessories,EMI
3627,4/17/2025,19,2970,₹ 190.00,3627,3,Noida,Cosmetics,Credit Card
3628,9/22/2025,62,2551,₹ 620.00,3628,437,Chennai,Electronics,EMI
3629,11/4/2025,37,1815,₹ 370.00,3629,402,Pune,Home Decor,Cash
3630,10/13/2025,23,669,₹ 230.00,3630,487,Pune,Food,Credit Card
3631,7/19/2025,62,2402,₹ 620.00,3631,299,Chennai,Food,Credit Card
3632,9/11/2025,40,3416,₹ 400.00,3632,287,Chennai,Food,Cash
3633,9/12/2025,89,1351,₹ 890.00,3633,443,Pune,Electronics,Debit Card
3634,2/2/2025,83,4980,₹ 830.00,3634,104,Kochi,Home Decor,Credit Card
3635,2/2/2025,44,4412,₹ 440.00,3635,324,Chennai,Accessories,Credit Card
3636,8/12/2025,98,2269,₹ 980.00,3636,368,Noida,Accessories,UPI
3637,1/21/2025,49,3275,₹ 490.00,3637,231,Kochi,Food,Debit Card
3638,5/1/2025,53,3054,₹ 530.00,3638,5,Bangalore,Home Decor,Cash
3639,7/25/2025,35,909,₹ 350.00,3639,295,Noida,Home Decor,Cash
3640,10/9/2025,98,2544,₹ 980.00,3640,382,Kochi,Food,Debit Card
3641,10/9/2025,47,1377,₹ 470.00,3641,12,Kochi,Food,Cash
3642,3/18/2025,14,4688,₹ 140.00,3642,34,Noida,Food,Cash
3643,5/1/2025,40,3240,₹ 400.00,3643,304,Kochi,Cosmetics,Debit Card
3644,3/9/2025,3,2704,₹ 30.00,3644,198,Noida,Cosmetics,Cash
3645,7/10/2025,51,56,₹ 510.00,3645,283,Kochi,Home Decor,Cash
3646,8/26/2025,51,4519,₹ 510.00,3646,369,Kochi,Food,Debit Card
3647,7/8/2025,1,4433,₹ 10.00,3647,292,Pune,Home Decor,EMI
3648,3/18/2025,90,4760,₹ 900.00,3648,162,Chennai,Electronics,Debit Card
3649,5/18/2025,19,1781,₹ 190.00,3649,406,Chennai,Food,Cash
3650,6/30/2025,63,2190,₹ 630.00,3650,92,Chennai,Cosmetics,Debit Card
3651,6/24/2025,37,1027,₹ 370.00,3651,228,Chennai,Electronics,Cash
3652,9/21/2025,97,4200,₹ 970.00,3652,257,Chennai,Home Decor,Cash
3653,7/18/2025,46,4498,₹ 460.00,3653,179,Noida,Home Decor,UPI
3654,8/24/2025,77,903,₹ 770.00,3654,35,Bangalore,Home Decor,UPI
3655,6/12/2025,90,3955,₹ 900.00,3655,14,Noida,Cosmetics,Credit Card
3656,1/15/2025,16,3695,₹ 160.00,3656,455,Bangalore,Home Decor,Credit Card
3657,5/15/2025,47,3814,₹ 470.00,3657,82,Chennai,Accessories,Credit Card
3658,8/16/2025,91,133,₹ 910.00,3658,485,Chennai,Home Decor,Cash
3659,5/18/2025,76,3242,₹ 760.00,3659,209,Chennai,Cosmetics,Credit Card
3660,4/12/2025,96,4282,₹ 960.00,3660,300,Chennai,Home Decor,Debit Card
3661,11/12/2025,11,4408,₹ 110.00,3661,130,Noida,Home Decor,EMI
3662,3/27/2025,64,2550,₹ 640.00,3662,453,Noida,Cosmetics,Debit Card
3663,11/2/2025,58,4805,₹ 580.00,3663,262,Bangalore,Food,Debit Card
3664,1/24/2025,78,4107,₹ 780.00,3664,443,Chennai,Food,EMI
3665,6/1/2025,9,1691,₹ 90.00,3665,382,Noida,Cosmetics,Debit Card
3666,10/30/2025,82,2842,₹ 820.00,3666,30,Chennai,Accessories,Cash
3667,5/4/2025,38,1455,₹ 380.00,3667,230,Noida,Cosmetics,EMI
3668,9/19/2025,31,3721,₹ 310.00,3668,281,Kochi,Home Decor,UPI
3669,7/18/2025,96,373,₹ 960.00,3669,336,Noida,Cosmetics,UPI
3670,5/9/2025,32,2590,₹ 320.00,3670,126,Kochi,Cosmetics,EMI
3671,5/11/2025,63,765,₹ 630.00,3671,449,Noida,Cosmetics,Debit Card
3672,1/18/2025,91,1350,₹ 910.00,3672,342,Pune,Cosmetics,Debit Card
3673,11/1/2025,13,2255,₹ 130.00,3673,202,Noida,Electronics,UPI
3674,1/10/2025,70,632,₹ 700.00,3674,373,Noida,Electronics,EMI
3675,5/31/2025,76,1714,₹ 760.00,3675,181,Kochi,Food,Debit Card
3676,2/16/2025,92,2811,₹ 920.00,3676,187,Noida,Home Decor,Debit Card
3677,8/5/2025,57,1312,₹ 570.00,3677,144,Kochi,Food,EMI
3678,1/31/2025,90,2204,₹ 900.00,3678,18,Kochi,Home Decor,UPI
3679,10/17/2025,74,1853,₹ 740.00,3679,413,Noida,Home Decor,Debit Card
3680,6/19/2025,66,2118,₹ 660.00,3680,424,Pune,Cosmetics,Credit Card
3681,2/7/2025,98,1412,₹ 980.00,3681,146,Bangalore,Home Decor,Credit Card
3682,7/23/2025,42,2886,₹ 420.00,3682,259,Noida,Food,EMI
3683,2/27/2025,7,981,₹ 70.00,3683,207,Kochi,Accessories,Credit Card
3684,10/2/2025,73,4285,₹ 730.00,3684,226,Bangalore,Accessories,UPI
3685,4/3/2025,50,3366,₹ 500.00,3685,3,Pune,Cosmetics,Debit Card
3686,4/9/2025,56,344,₹ 560.00,3686,401,Bangalore,Cosmetics,EMI
3687,9/12/2025,58,1150,₹ 580.00,3687,182,Noida,Cosmetics,Credit Card
3688,1/19/2025,52,4080,₹ 520.00,3688,133,Kochi,Electronics,Credit Card
3689,6/15/2025,25,4796,₹ 250.00,3689,229,Kochi,Food,EMI
3690,4/14/2025,62,1924,₹ 620.00,3690,208,Noida,Cosmetics,Credit Card
3691,9/25/2025,57,3890,₹ 570.00,3691,207,Chennai,Food,EMI
3692,5/11/2025,38,1506,₹ 380.00,3692,27,Pune,Accessories,Debit Card
3693,3/11/2025,37,1634,₹ 370.00,3693,180,Pune,Cosmetics,Credit Card
3694,1/11/2025,95,3132,₹ 950.00,3694,148,Bangalore,Electronics,Debit Card
3695,8/11/2025,51,4791,₹ 510.00,3695,171,Kochi,Electronics,UPI
3696,9/18/2025,56,1044,₹ 560.00,3696,234,Bangalore,Home Decor,Cash
3697,5/2/2025,43,2382,₹ 430.00,3697,199,Bangalore,Accessories,EMI
3698,9/30/2025,46,4167,₹ 460.00,3698,384,Noida,Home Decor,UPI
3699,2/9/2025,96,4624,₹ 960.00,3699,184,Chennai,Home Decor,Credit Card
3700,3/28/2025,25,4157,₹ 250.00,3700,356,Pune,Home Decor,EMI
3701,9/22/2025,66,1091,₹ 660.00,3701,310,Noida,Food,EMI
3702,5/3/2025,44,4627,₹ 440.00,3702,205,Kochi,Accessories,Credit Card
3703,1/16/2025,20,4652,₹ 200.00,3703,362,Pune,Food,Credit Card
3704,8/20/2025,99,3365,₹ 990.00,3704,187,Pune,Electronics,Cash
3705,3/12/2025,61,1537,₹ 610.00,3705,230,Pune,Cosmetics,Credit Card
3706,10/25/2025,73,4863,₹ 730.00,3706,118,Pune,Home Decor,Credit Card
3707,4/17/2025,83,4823,₹ 830.00,3707,331,Chennai,Food,EMI
3708,3/20/2025,95,2122,₹ 950.00,3708,101,Noida,Cosmetics,Cash
3709,4/9/2025,8,2796,₹ 80.00,3709,416,Chennai,Accessories,Cash
3710,3/17/2025,58,1671,₹ 580.00,3710,401,Noida,Home Decor,Credit Card
3711,8/25/2025,84,1574,₹ 840.00,3711,53,Chennai,Accessories,EMI
3712,10/19/2025,71,1786,₹ 710.00,3712,178,Chennai,Food,EMI
3713,3/8/2025,66,3740,₹ 660.00,3713,364,Bangalore,Cosmetics,Cash
3714,9/19/2025,42,3877,₹ 420.00,3714,286,Noida,Food,Debit Card
3715,9/7/2025,76,2681,₹ 760.00,3715,461,Chennai,Food,Credit Card
3716,8/25/2025,57,664,₹ 570.00,3716,463,Kochi,Cosmetics,Debit Card
3717,9/6/2025,50,4530,₹ 500.00,3717,17,Kochi,Accessories,Debit Card
3718,9/3/2025,39,3189,₹ 390.00,3718,490,Noida,Cosmetics,EMI
3719,5/7/2025,14,1584,₹ 140.00,3719,174,Noida,Home Decor,EMI
3720,9/10/2025,25,2716,₹ 250.00,3720,166,Chennai,Electronics,Debit Card
3721,5/8/2025,30,3374,₹ 300.00,3721,465,Noida,Electronics,UPI
3722,2/12/2025,92,165,₹ 920.00,3722,192,Chennai,Cosmetics,Cash
3723,2/27/2025,98,1588,₹ 980.00,3723,210,Chennai,Electronics,EMI
3724,9/30/2025,49,1966,₹ 490.00,3724,315,Pune,Cosmetics,EMI
3725,3/28/2025,98,4098,₹ 980.00,3725,484,Chennai,Home Decor,Credit Card
3726,5/15/2025,1,611,₹ 10.00,3726,414,Noida,Food,UPI
3727,7/30/2025,76,3846,₹ 760.00,3727,367,Pune,Electronics,UPI
3728,6/15/2025,78,914,₹ 780.00,3728,37,Chennai,Accessories,Debit Card
3729,5/14/2025,74,2768,₹ 740.00,3729,107,Chennai,Cosmetics,UPI
3730,7/3/2025,74,1116,₹ 740.00,3730,221,Bangalore,Food,EMI
3731,4/27/2025,89,4376,₹ 890.00,3731,148,Chennai,Electronics,EMI
3732,8/2/2025,42,3873,₹ 420.00,3732,446,Bangalore,Electronics,Debit Card
3733,9/15/2025,47,4547,₹ 470.00,3733,126,Pune,Food,EMI
3734,10/15/2025,40,1944,₹ 400.00,3734,218,Chennai,Home Decor,Cash
3735,11/1/2025,50,2426,₹ 500.00,3735,178,Chennai,Accessories,UPI
3736,8/22/2025,27,3593,₹ 270.00,3736,482,Chennai,Home Decor,EMI
3737,2/25/2025,47,1073,₹ 470.00,3737,401,Pune,Cosmetics,EMI
3738,6/27/2025,23,3359,₹ 230.00,3738,169,Pune,Home Decor,Credit Card
3739,3/28/2025,88,2805,₹ 880.00,3739,54,Chennai,Electronics,UPI
3740,11/1/2025,25,3956,₹ 250.00,3740,5,Chennai,Electronics,Debit Card
3741,11/11/2025,54,295,₹ 540.00,3741,82,Chennai,Electronics,Cash
3742,1/2/2025,28,1972,₹ 280.00,3742,448,Noida,Accessories,Debit Card
3743,8/29/2025,52,608,₹ 520.00,3743,359,Bangalore,Food,Credit Card
3744,10/20/2025,91,3677,₹ 910.00,3744,78,Kochi,Cosmetics,EMI
3745,6/8/2025,64,1437,₹ 640.00,3745,182,Bangalore,Accessories,UPI
3746,8/28/2025,98,991,₹ 980.00,3746,305,Kochi,Home Decor,Credit Card
3747,1/23/2025,91,3833,₹ 910.00,3747,353,Kochi,Cosmetics,Credit Card
3748,4/1/2025,61,94,₹ 610.00,3748,338,Kochi,Food,Credit Card
3749,10/24/2025,77,4479,₹ 770.00,3749,328,Chennai,Food,UPI
3750,2/12/2025,39,1174,₹ 390.00,3750,33,Bangalore,Home Decor,Debit Card
3751,6/21/2025,73,4297,₹ 730.00,3751,452,Noida,Home Decor,Credit Card
3752,7/4/2025,62,3641,₹ 620.00,3752,97,Bangalore,Accessories,Debit Card
3753,6/27/2025,24,953,₹ 240.00,3753,140,Bangalore,Accessories,UPI
3754,2/2/2025,59,3483,₹ 590.00,3754,132,Kochi,Food,UPI
3755,6/25/2025,8,2564,₹ 80.00,3755,492,Noida,Home Decor,EMI
3756,9/2/2025,36,4414,₹ 360.00,3756,467,Chennai,Home Decor,Debit Card
3757,2/15/2025,45,3256,₹ 450.00,3757,224,Pune,Cosmetics,UPI
3758,4/17/2025,95,1503,₹ 950.00,3758,256,Kochi,Electronics,Credit Card
3759,1/18/2025,81,3363,₹ 810.00,3759,131,Bangalore,Cosmetics,EMI
3760,5/16/2025,79,2113,₹ 790.00,3760,314,Pune,Food,Credit Card
3761,6/13/2025,97,454,₹ 970.00,3761,197,Chennai,Electronics,UPI
3762,3/2/2025,32,3611,₹ 320.00,3762,272,Bangalore,Home Decor,EMI
3763,4/6/2025,17,1637,₹ 170.00,3763,222,Pune,Accessories,EMI
3764,6/20/2025,88,499,₹ 880.00,3764,460,Bangalore,Accessories,Cash
3765,5/16/2025,72,2855,₹ 720.00,3765,405,Pune,Electronics,Debit Card
3766,10/13/2025,26,743,₹ 260.00,3766,214,Pune,Accessories,UPI
3767,5/14/2025,26,454,₹ 260.00,3767,162,Noida,Cosmetics,Cash
3768,7/7/2025,8,4803,₹ 80.00,3768,105,Chennai,Cosmetics,UPI
3769,4/27/2025,84,1826,₹ 840.00,3769,41,Chennai,Accessories,UPI
3770,11/6/2025,5,913,₹ 50.00,3770,488,Chennai,Cosmetics,UPI
3771,5/16/2025,93,3236,₹ 930.00,3771,358,Kochi,Electronics,EMI
3772,4/27/2025,71,1941,₹ 710.00,3772,49,Bangalore,Cosmetics,UPI
3773,4/8/2025,35,2103,₹ 350.00,3773,366,Kochi,Cosmetics,Cash
3774,4/29/2025,48,3220,₹ 480.00,3774,266,Pune,Food,UPI
3775,3/27/2025,66,3411,₹ 660.00,3775,50,Chennai,Electronics,Credit Card
3776,8/31/2025,75,4538,₹ 750.00,3776,323,Kochi,Food,Debit Card
3777,2/11/2025,24,4204,₹ 240.00,3777,36,Bangalore,Home Decor,EMI
3778,1/1/2025,71,2004,₹ 710.00,3778,344,Kochi,Cosmetics,EMI
3779,6/16/2025,7,4861,₹ 70.00,3779,108,Pune,Home Decor,Debit Card
3780,10/5/2025,86,796,₹ 860.00,3780,302,Bangalore,Home Decor,Cash
3781,8/19/2025,100,3404,"₹ 1,000.00",3781,130,Kochi,Electronics,Debit Card
3782,3/4/2025,93,798,₹ 930.00,3782,57,Bangalore,Home Decor,Debit Card
3783,1/12/2025,100,1278,"₹ 1,000.00",3783,457,Bangalore,Cosmetics,EMI
3784,10/2/2025,21,2780,₹ 210.00,3784,393,Noida,Electronics,Cash
3785,11/8/2025,68,2367,₹ 680.00,3785,343,Pune,Home Decor,EMI
3786,1/29/2025,84,4646,₹ 840.00,3786,467,Noida,Home Decor,Cash
3787,3/14/2025,50,484,₹ 500.00,3787,378,Kochi,Accessories,Credit Card
3788,5/21/2025,11,105,₹ 110.00,3788,35,Kochi,Food,EMI
3789,7/15/2025,9,96,₹ 90.00,3789,184,Bangalore,Cosmetics,Debit Card
3790,6/18/2025,81,87,₹ 810.00,3790,174,Pune,Cosmetics,Cash
3791,3/8/2025,63,3294,₹ 630.00,3791,489,Noida,Electronics,UPI
3792,4/22/2025,62,4446,₹ 620.00,3792,262,Kochi,Cosmetics,UPI
3793,3/16/2025,45,3033,₹ 450.00,3793,424,Pune,Food,EMI
3794,11/12/2025,84,2998,₹ 840.00,3794,373,Noida,Cosmetics,Credit Card
3795,8/23/2025,22,4247,₹ 220.00,3795,306,Chennai,Home Decor,Debit Card
3796,8/27/2025,64,4065,₹ 640.00,3796,443,Bangalore,Accessories,UPI
3797,6/8/2025,34,4012,₹ 340.00,3797,343,Bangalore,Accessories,Cash
3798,8/24/2025,2,690,₹ 20.00,3798,59,Pune,Electronics,EMI
3799,10/26/2025,66,4659,₹ 660.00,3799,409,Kochi,Food,Credit Card
3800,6/19/2025,67,2764,₹ 670.00,3800,456,Pune,Cosmetics,UPI
3801,10/26/2025,34,4912,₹ 340.00,3801,57,Pune,Cosmetics,Cash
3802,1/11/2025,76,3160,₹ 760.00,3802,211,Pune,Home Decor,Debit Card
3803,8/26/2025,78,280,₹ 780.00,3803,370,Chennai,Cosmetics,Cash
3804,3/15/2025,60,1584,₹ 600.00,3804,417,Kochi,Home Decor,Cash
3805,9/3/2025,89,435,₹ 890.00,3805,230,Kochi,Electronics,UPI
3806,9/17/2025,21,1759,₹ 210.00,3806,251,Noida,Home Decor,UPI
3807,5/14/2025,63,410,₹ 630.00,3807,66,Noida,Cosmetics,EMI
3808,5/20/2025,32,3931,₹ 320.00,3808,388,Kochi,Food,Cash
3809,3/1/2025,41,234,₹ 410.00,3809,384,Bangalore,Accessories,Credit Card
3810,6/29/2025,30,4240,₹ 300.00,3810,37,Noida,Food,UPI
3811,1/14/2025,29,2520,₹ 290.00,3811,174,Pune,Accessories,EMI
3812,6/13/2025,25,2913,₹ 250.00,3812,107,Bangalore,Cosmetics,UPI
3813,5/25/2025,66,2485,₹ 660.00,3813,183,Chennai,Cosmetics,Debit Card
3814,1/28/2025,96,4632,₹ 960.00,3814,156,Bangalore,Food,Debit Card
3815,6/21/2025,75,302,₹ 750.00,3815,98,Chennai,Food,UPI
3816,4/2/2025,79,4879,₹ 790.00,3816,365,Pune,Cosmetics,Debit Card
3817,6/14/2025,95,4695,₹ 950.00,3817,136,Chennai,Cosmetics,EMI
3818,10/25/2025,65,33,₹ 650.00,3818,450,Kochi,Electronics,Debit Card
3819,1/11/2025,71,1902,₹ 710.00,3819,223,Kochi,Cosmetics,EMI
3820,1/15/2025,82,3173,₹ 820.00,3820,1,Bangalore,Cosmetics,EMI
3821,11/8/2025,31,1826,₹ 310.00,3821,204,Chennai,Cosmetics,Cash
3822,11/8/2025,16,2066,₹ 160.00,3822,450,Bangalore,Electronics,Debit Card
3823,6/21/2025,14,190,₹ 140.00,3823,370,Pune,Accessories,Debit Card
3824,8/12/2025,73,2228,₹ 730.00,3824,233,Chennai,Electronics,Credit Card
3825,5/27/2025,87,4611,₹ 870.00,3825,43,Noida,Home Decor,Cash
3826,3/23/2025,44,4944,₹ 440.00,3826,221,Bangalore,Electronics,EMI
3827,11/11/2025,80,3146,₹ 800.00,3827,499,Pune,Food,EMI
3828,1/5/2025,52,4953,₹ 520.00,3828,281,Noida,Accessories,UPI
3829,4/30/2025,43,1752,₹ 430.00,3829,423,Pune,Food,Cash
3830,8/24/2025,45,862,₹ 450.00,3830,101,Noida,Food,UPI
3831,5/19/2025,31,4243,₹ 310.00,3831,10,Bangalore,Accessories,EMI
3832,10/8/2025,19,4586,₹ 190.00,3832,181,Bangalore,Electronics,Cash
3833,3/14/2025,27,3789,₹ 270.00,3833,207,Pune,Cosmetics,Cash
3834,6/24/2025,88,2421,₹ 880.00,3834,352,Chennai,Electronics,Credit Card
3835,9/18/2025,12,765,₹ 120.00,3835,223,Kochi,Home Decor,Cash
3836,7/5/2025,30,4774,₹ 300.00,3836,264,Pune,Home Decor,EMI
3837,10/17/2025,98,4073,₹ 980.00,3837,36,Kochi,Home Decor,EMI
3838,11/12/2025,13,1090,₹ 130.00,3838,153,Bangalore,Cosmetics,Debit Card
3839,8/29/2025,1,1815,₹ 10.00,3839,409,Pune,Cosmetics,Debit Card
3840,3/18/2025,84,1519,₹ 840.00,3840,120,Chennai,Food,Cash
3841,3/27/2025,19,1455,₹ 190.00,3841,232,Kochi,Home Decor,Credit Card
3842,5/11/2025,88,3852,₹ 880.00,3842,161,Chennai,Accessories,Credit Card
3843,4/11/2025,8,1462,₹ 80.00,3843,275,Kochi,Electronics,EMI
3844,3/13/2025,70,3812,₹ 700.00,3844,249,Noida,Cosmetics,EMI
3845,2/19/2025,59,33,₹ 590.00,3845,371,Bangalore,Accessories,Debit Card
3846,4/11/2025,62,4570,₹ 620.00,3846,132,Noida,Food,Credit Card
3847,10/30/2025,22,3533,₹ 220.00,3847,234,Pune,Cosmetics,EMI
3848,4/24/2025,22,2421,₹ 220.00,3848,482,Bangalore,Electronics,Credit Card
3849,5/4/2025,53,1685,₹ 530.00,3849,408,Noida,Cosmetics,Debit Card
3850,9/13/2025,76,1083,₹ 760.00,3850,386,Pune,Electronics,Cash
3851,1/6/2025,50,3172,₹ 500.00,3851,433,Kochi,Home Decor,EMI
3852,3/13/2025,10,2242,₹ 100.00,3852,417,Chennai,Electronics,Credit Card
3853,1/15/2025,6,1956,₹ 60.00,3853,437,Kochi,Home Decor,Debit Card
3854,10/15/2025,10,4986,₹ 100.00,3854,367,Pune,Home Decor,Debit Card
3855,7/30/2025,30,3258,₹ 300.00,3855,369,Chennai,Food,Debit Card
3856,9/25/2025,67,4741,₹ 670.00,3856,103,Pune,Cosmetics,Cash
3857,2/21/2025,98,4515,₹ 980.00,3857,478,Bangalore,Cosmetics,EMI
3858,10/24/2025,5,663,₹ 50.00,3858,32,Noida,Home Decor,Credit Card
3859,9/20/2025,5,1192,₹ 50.00,3859,101,Chennai,Food,UPI
3860,9/18/2025,48,2068,₹ 480.00,3860,79,Noida,Accessories,Credit Card
3861,8/8/2025,50,4064,₹ 500.00,3861,142,Kochi,Accessories,Credit Card
3862,2/7/2025,45,2141,₹ 450.00,3862,173,Pune,Food,Debit Card
3863,2/15/2025,6,2655,₹ 60.00,3863,254,Noida,Accessories,EMI
3864,4/24/2025,74,1002,₹ 740.00,3864,471,Kochi,Food,Credit Card
3865,3/10/2025,19,1558,₹ 190.00,3865,412,Bangalore,Home Decor,UPI
3866,2/7/2025,69,29,₹ 690.00,3866,36,Kochi,Food,Credit Card
3867,3/12/2025,32,702,₹ 320.00,3867,430,Noida,Accessories,UPI
3868,4/13/2025,57,1553,₹ 570.00,3868,274,Noida,Cosmetics,EMI
3869,3/24/2025,59,1824,₹ 590.00,3869,3,Noida,Home Decor,UPI
3870,5/17/2025,69,25,₹ 690.00,3870,463,Bangalore,Accessories,Cash
3871,8/13/2025,84,605,₹ 840.00,3871,197,Kochi,Cosmetics,Cash
3872,6/8/2025,24,121,₹ 240.00,3872,312,Kochi,Accessories,Debit Card
3873,4/25/2025,37,407,₹ 370.00,3873,500,Pune,Accessories,UPI
3874,3/25/2025,47,1328,₹ 470.00,3874,179,Pune,Cosmetics,Cash
3875,4/22/2025,81,146,₹ 810.00,3875,403,Chennai,Cosmetics,Credit Card
3876,5/4/2025,71,3155,₹ 710.00,3876,384,Chennai,Cosmetics,Debit Card
3877,9/23/2025,83,4475,₹ 830.00,3877,298,Chennai,Food,UPI
3878,4/28/2025,98,1984,₹ 980.00,3878,328,Pune,Electronics,Debit Card
3879,7/10/2025,9,3694,₹ 90.00,3879,151,Kochi,Home Decor,Cash
3880,1/5/2025,53,434,₹ 530.00,3880,247,Bangalore,Electronics,Cash
3881,2/14/2025,40,4941,₹ 400.00,3881,397,Bangalore,Cosmetics,Cash
3882,7/17/2025,40,2497,₹ 400.00,3882,300,Pune,Accessories,Cash
3883,10/21/2025,15,3081,₹ 150.00,3883,270,Chennai,Home Decor,Debit Card
3884,11/1/2025,53,2950,₹ 530.00,3884,343,Bangalore,Accessories,UPI
3885,6/22/2025,14,3393,₹ 140.00,3885,273,Chennai,Electronics,Credit Card
3886,9/8/2025,53,2995,₹ 530.00,3886,112,Kochi,Accessories,Debit Card
3887,9/15/2025,13,4079,₹ 130.00,3887,24,Pune,Electronics,Debit Card
3888,3/27/2025,14,856,₹ 140.00,3888,405,Bangalore,Cosmetics,EMI
3889,6/3/2025,28,2460,₹ 280.00,3889,396,Chennai,Electronics,UPI
