s.no,Date,Quantity,Item,Price,Invoice no.,Customer Id
2585,01-04-2025,93,3975,₹ 930.00,2585,208
2586,24-04-2025,30,713,₹ 300.00,2586,12
2587,26-09-2025,6,1188,₹ 60.00,2587,68
2588,08-07-2025,83,2750,₹ 830.00,2588,96
2589,26-01-2025,10,142,₹ 100.00,2589,255
2590,10-04-2025,67,4060,₹ 670.00,2590,377
2591,20-08-2025,22,1822,₹ 220.00,2591,199
2592,09-11-2025,20,1654,₹ 200.00,2592,388
2593,25-09-2025,97,921,₹ 970.00,2593,309
2594,03-01-2025,4,199,₹ 40.00,2594,16
2595,28-04-2025,85,449,₹ 850.00,2595,42
2596,16-03-2025,43,4159,₹ 430.00,2596,203
2597,06-11-2025,21,4652,₹ 210.00,2597,122
2598,10-02-2025,89,4023,₹ 890.00,2598,85
2599,15-08-2025,60,3940,₹ 600.00,2599,88
2600,16-04-2025,93,1136,₹ 930.00,2600,284
2601,28-06-2025,74,2198,₹ 740.00,2601,21
2602,28-09-2025,63,4357,₹ 630.00,2602,104
2603,02-08-2025,6,808,₹ 60.00,2603,395
2604,26-07-2025,49,1186,₹ 490.00,2604,422
2605,31-03-2025,7,1721,₹ 70.00,2605,489
2606,30-04-2025,54,621,₹ 540.00,2606,465
2607,23-10-2025,16,3480,₹ 160.00,2607,323
2608,18-07-2025,59,1140,₹ 590.00,2608,270
2609,27-04-2025,37,486,₹ 370.00,2609,478
2610,28-04-2025,34,2611,₹ 340.00,2610,306
2611,11-06-2025,4,4061,₹ 40.00,2611,297
2612,11-09-2025,53,4080,₹ 530.00,2612,30
2613,18-05-2025,89,521,₹ 890.00,2613,129
2614,03-10-2025,85,3629,₹ 850.00,2614,319
2615,01-07-2025,76,4712,₹ 760.00,2615,88
2616,09-09-2025,5,2982,₹ 50.00,2616,462
2617,19-04-2025,11,3297,₹ 110.00,2617,8
2618,06-09-2025,33,3080,₹ 330.00,2618,105
2619,17-10-2025,39,858,₹ 390.00,2619,62
2620,01-04-2025,83,2179,₹ 830.00,2620,28
2621,02-04-2025,74,2919,₹ 740.00,2621,161
2622,26-06-2025,33,2220,₹ 330.00,2622,333
2623,31-05-2025,67,4515,₹ 670.00,2623,472
2624,09-06-2025,46,3181,₹ 460.00,2624,477
2625,21-09-2025,8,2680,₹ 80.00,2625,29
2626,20-06-2025,8,2402,₹ 80.00,2626,119
2627,24-06-2025,73,2337,₹ 730.00,2627,142
2628,31-07-2025,15,4707,₹ 150.00,2628,233
2629,23-06-2025,82,2069,₹ 820.00,2629,32
2630,15-05-2025,51,2411,₹ 510.00,2630,23
2631,26-07-2025,13,2722,₹ 130.00,2631,175
2632,16-07-2025,9,643,₹ 90.00,2632,233
2633,22-06-2025,84,2719,₹ 840.00,2633,374
2634,02-06-2025,82,3736,₹ 820.00,2634,52
2635,26-01-2025,23,4100,₹ 230.00,2635,259
2636,02-04-2025,38,625,₹ 380.00,2636,239
2637,09-10-2025,69,3265,₹ 690.00,2637,295
2638,09-08-2025,14,2503,₹ 140.00,2638,204
2639,21-08-2025,16,2907,₹ 160.00,2639,483
2640,12-05-2025,84,2221,₹ 840.00,2640,324
2641,23-03-2025,23,73,₹ 230.00,2641,175
2642,01-11-2025,55,3690,₹ 550.00,2642,495
2643,19-08-2025,54,2264,₹ 540.00,2643,486
2644,22-05-2025,42,2377,₹ 420.00,2644,180
2645,24-01-2025,33,3213,₹ 330.00,2645,185
2646,03-09-2025,98,2461,₹ 980.00,2646,289
2647,19-06-2025,22,2200,₹ 220.00,2647,209
2648,14-07-2025,25,3182,₹ 250.00,2648,273
2649,22-09-2025,98,2607,₹ 980.00,2649,41
2650,12-11-2025,83,4474,₹ 830.00,2650,430
2651,05-11-2025,32,1030,₹ 320.00,2651,17
2652,02-07-2025,7,450,₹ 70.00,2652,279
2653,13-05-2025,96,3666,₹ 960.00,2653,436
2654,06-03-2025,34,1038,₹ 340.00,2654,80
2655,10-02-2025,36,4913,₹ 360.00,2655,257
2656,08-09-2025,97,618,₹ 970.00,2656,255
2657,20-08-2025,50,3565,₹ 500.00,2657,206
2658,01-06-2025,57,2351,₹ 570.00,2658,186
2659,19-03-2025,57,625,₹ 570.00,2659,128
2660,17-10-2025,46,4890,₹ 460.00,2660,34
2661,18-07-2025,83,328,₹ 830.00,2661,497
2662,29-06-2025,90,3682,₹ 900.00,2662,489
2663,15-05-2025,81,996,₹ 810.00,2663,270
2664,16-07-2025,40,1071,₹ 400.00,2664,94
2665,02-04-2025,82,3854,₹ 820.00,2665,195
2666,24-10-2025,52,1573,₹ 520.00,2666,302
2667,07-08-2025,5,396,₹ 50.00,2667,372
2668,13-02-2025,89,3789,₹ 890.00,2668,321
2669,07-07-2025,76,4734,₹ 760.00,2669,99
2670,02-02-2025,5,2410,₹ 50.00,2670,474
2671,10-09-2025,66,1465,₹ 660.00,2671,267
2672,21-05-2025,26,1251,₹ 260.00,2672,360
2673,24-09-2025,91,3165,₹ 910.00,2673,128
2674,15-04-2025,22,1523,₹ 220.00,2674,171
2675,28-03-2025,97,2204,₹ 970.00,2675,116
2676,03-05-2025,56,4478,₹ 560.00,2676,215
2677,01-02-2025,52,2646,₹ 520.00,2677,466
2678,30-08-2025,28,601,₹ 280.00,2678,352
2679,21-07-2025,60,59,₹ 600.00,2679,212
2680,20-07-2025,60,1102,₹ 600.00,2680,274
2681,12-10-2025,37,3523,₹ 370.00,2681,102
2682,23-02-2025,29,2531,₹ 290.00,2682,457
2683,31-01-2025,38,2877,₹ 380.00,2683,266
2684,16-01-2025,4,1754,₹ 40.00,2684,301
2685,16-04-2025,72,3457,₹ 720.00,2685,192
2686,22-05-2025,82,4963,₹ 820.00,2686,109
2687,31-10-2025,42,633,₹ 420.00,2687,252
2688,05-02-2025,70,83,₹ 700.00,2688,329
2689,23-06-2025,23,1934,₹ 230.00,2689,148
2690,16-07-2025,71,4169,₹ 710.00,2690,71
2691,24-05-2025,45,1930,₹ 450.00,2691,389
2692,22-01-2025,100,4513,₹ 900.00,2692,109
2693,02-10-2025,5,1067,₹ 50.00,2693,184
2694,15-04-2025,14,3660,₹ 140.00,2694,420
2695,25-02-2025,22,3004,₹ 220.00,2695,64
2696,18-10-2025,79,3965,₹ 790.00,2696,394
2697,04-02-2025,8,1169,₹ 80.00,2697,296
2698,15-05-2025,25,1693,₹ 250.00,2698,319
2699,10-11-2025,92,3682,₹ 920.00,2699,351
2700,25-04-2025,48,3871,₹ 480.00,2700,269
2701,21-05-2025,83,2538,₹ 830.00,2701,282
2702,27-09-2025,47,167,₹ 470.00,2702,211
2703,07-06-2025,31,217,₹ 310.00,2703,138
2704,12-06-2025,14,3814,₹ 140.00,2704,61
2705,07-02-2025,42,4387,₹ 420.00,2705,247
2706,24-07-2025,47,1878,₹ 470.00,2706,266
2707,01-02-2025,75,2787,₹ 750.00,2707,289
2708,21-01-2025,42,402,₹ 420.00,2708,62
2709,03-11-2025,49,209,₹ 490.00,2709,382
2710,24-08-2025,21,502,₹ 210.00,2710,298
2711,19-01-2025,98,1928,₹ 980.00,2711,354
2712,27-04-2025,49,2663,₹ 490.00,2712,6
2713,25-07-2025,88,2753,₹ 880.00,2713,111
2714,06-01-2025,64,2877,₹ 640.00,2714,266
2715,18-10-2025,69,633,₹ 690.00,2715,118
2716,03-10-2025,24,994,₹ 240.00,2716,125
2717,26-06-2025,97,3678,₹ 970.00,2717,374
2718,31-05-2025,52,93,₹ 520.00,2718,247
2719,16-08-2025,30,534,₹ 300.00,2719,179
2720,01-04-2025,11,4387,₹ 110.00,2720,52
2721,18-04-2025,94,3381,₹ 940.00,2721,26
2722,23-06-2025,96,732,₹ 960.00,2722,470
2723,10-03-2025,14,2388,₹ 140.00,2723,4
2724,24-07-2025,72,4129,₹ 720.00,2724,279
2725,24-09-2025,56,1989,₹ 560.00,2725,141
2726,16-07-2025,63,683,₹ 630.00,2726,242
2727,28-01-2025,80,1500,₹ 800.00,2727,213
2728,03-08-2025,61,1599,₹ 610.00,2728,478
2729,04-07-2025,3,1835,₹ 30.00,2729,421
2730,27-07-2025,64,1418,₹ 640.00,2730,394
2731,25-08-2025,74,3954,₹ 740.00,2731,480
2732,27-01-2025,27,4270,₹ 270.00,2732,249
2733,28-06-2025,40,411,₹ 400.00,2733,461
2734,04-10-2025,67,24,₹ 670.00,2734,321
2735,10-05-2025,37,3332,₹ 370.00,2735,100
2736,08-05-2025,69,1096,₹ 690.00,2736,249
2737,10-07-2025,90,1881,₹ 900.00,2737,8
2738,18-08-2025,57,3251,₹ 570.00,2738,92
2739,01-01-2025,67,3314,₹ 670.00,2739,312
2740,27-08-2025,73,3220,₹ 730.00,2740,40
2741,04-10-2025,65,486,₹ 650.00,2741,296
2742,14-10-2025,45,2478,₹ 450.00,2742,143
2743,01-09-2025,4,4912,₹ 40.00,2743,58
2744,25-07-2025,97,3493,₹ 970.00,2744,486
2745,19-10-2025,7,4575,₹ 70.00,2745,67
2746,08-01-2025,84,547,₹ 840.00,2746,27
2747,11-05-2025,30,4403,₹ 300.00,2747,293
2748,14-06-2025,39,295,₹ 390.00,2748,320
2749,02-08-2025,53,2839,₹ 530.00,2749,64
2750,19-01-2025,78,4616,₹ 780.00,2750,363
2751,14-03-2025,80,4401,₹ 800.00,2751,329
2752,30-04-2025,73,2755,₹ 730.00,2752,282
2753,05-08-2025,37,1693,₹ 370.00,2753,116
2754,05-03-2025,26,4004,₹ 260.00,2754,140
2755,03-09-2025,17,251,₹ 170.00,2755,394
2756,06-03-2025,84,2799,₹ 840.00,2756,188
2757,22-09-2025,46,547,₹ 460.00,2757,70
2758,25-01-2025,93,2374,₹ 930.00,2758,61
2759,11-06-2025,59,1208,₹ 590.00,2759,357
2760,26-03-2025,51,4881,₹ 510.00,2760,282
2761,28-03-2025,79,1446,₹ 790.00,2761,34
2762,08-07-2025,14,1375,₹ 140.00,2762,48
2763,24-10-2025,32,4079,₹ 320.00,2763,20
2764,10-01-2025,44,4418,₹ 440.00,2764,339
2765,26-06-2025,29,656,₹ 290.00,2765,114
2766,02-09-2025,52,2803,₹ 520.00,2766,327
2767,05-07-2025,3,2783,₹ 30.00,2767,194
2768,10-09-2025,14,3676,₹ 140.00,2768,72
2769,14-10-2025,21,149,₹ 210.00,2769,350
2770,16-07-2025,26,2911,₹ 260.00,2770,266
2771,06-11-2025,21,1691,₹ 210.00,2771,412
2772,19-01-2025,10,3699,₹ 100.00,2772,401
2773,23-08-2025,29,2013,₹ 290.00,2773,247
2774,13-09-2025,42,3509,₹ 420.00,2774,473
2775,25-04-2025,80,702,₹ 800.00,2775,137
2776,20-05-2025,92,3211,₹ 920.00,2776,34
2777,14-10-2025,72,4508,₹ 720.00,2777,107
2778,24-03-2025,10,2378,₹ 100.00,2778,274
2779,25-01-2025,46,3107,₹ 460.00,2779,269
2780,04-06-2025,72,149,₹ 720.00,2780,461
2781,01-11-2025,88,3897,₹ 880.00,2781,419
2782,23-05-2025,89,3676,₹ 890.00,2782,423
2783,26-04-2025,13,4980,₹ 130.00,2783,485
2784,04-05-2025,24,3885,₹ 240.00,2784,376
2785,27-02-2025,80,2499,₹ 800.00,2785,304
2786,04-06-2025,35,4338,₹ 350.00,2786,267
2787,04-01-2025,9,3493,₹ 90.00,2787,335
2788,17-08-2025,80,889,₹ 800.00,2788,169
2789,05-10-2025,12,1125,₹ 120.00,2789,397
2790,05-01-2025,17,953,₹ 170.00,2790,207
2791,26-05-2025,78,598,₹ 780.00,2791,127
2792,07-04-2025,18,4398,₹ 180.00,2792,72
2793,23-01-2025,61,4217,₹ 610.00,2793,500
2794,20-04-2025,46,3133,₹ 460.00,2794,311
2795,28-08-2025,93,2921,₹ 930.00,2795,384
2796,19-07-2025,87,2421,₹ 870.00,2796,203
2797,05-03-2025,100,334,₹ 900.00,2797,455
2798,02-07-2025,51,3070,₹ 510.00,2798,321
2799,25-08-2025,23,2373,₹ 230.00,2799,277
2800,12-08-2025,59,2575,₹ 590.00,2800,448
2801,20-02-2025,99,3151,₹ 990.00,2801,55
2802,27-10-2025,44,4929,₹ 440.00,2802,326
2803,06-08-2025,67,1529,₹ 670.00,2803,426
2804,25-07-2025,52,3202,₹ 520.00,2804,292
2805,03-02-2025,46,2674,₹ 460.00,2805,366
2806,04-02-2025,68,2964,₹ 680.00,2806,462
2807,19-08-2025,94,1559,₹ 940.00,2807,464
2808,06-10-2025,70,3205,₹ 700.00,2808,52
2809,10-09-2025,3,3256,₹ 30.00,2809,439
2810,23-09-2025,49,4678,₹ 490.00,2810,235
2811,31-10-2025,57,3872,₹ 570.00,2811,433
2812,03-05-2025,67,1411,₹ 670.00,2812,423
2813,04-09-2025,26,69,₹ 260.00,2813,330
2814,23-10-2025,18,1075,₹ 180.00,2814,77
2815,08-01-2025,85,4947,₹ 850.00,2815,489
2816,15-02-2025,39,3346,₹ 390.00,2816,3
2817,03-03-2025,20,574,₹ 200.00,2817,232
2818,09-04-2025,74,3070,₹ 740.00,2818,169
2819,26-01-2025,54,584,₹ 540.00,2819,451
2820,26-01-2025,82,3858,₹ 820.00,2820,416
2821,22-04-2025,78,575,₹ 780.00,2821,115
2822,17-02-2025,20,2750,₹ 200.00,2822,46
2823,17-09-2025,52,346,₹ 520.00,2823,386
2824,28-01-2025,52,1941,₹ 520.00,2824,78
2825,24-10-2025,47,86,₹ 470.00,2825,461
2826,11-06-2025,29,4738,₹ 290.00,2826,148
2827,21-08-2025,30,521,₹ 300.00,2827,371
2828,22-03-2025,74,1137,₹ 740.00,2828,324
2829,01-09-2025,73,4892,₹ 730.00,2829,188
2830,21-07-2025,6,4289,₹ 60.00,2830,39
2831,30-01-2025,28,1768,₹ 280.00,2831,211
2832,18-04-2025,3,481,₹ 30.00,2832,110
2833,15-08-2025,40,4153,₹ 400.00,2833,267
2834,03-06-2025,30,1610,₹ 300.00,2834,380
2835,24-03-2025,53,3201,₹ 530.00,2835,377
2836,14-03-2025,8,2380,₹ 80.00,2836,186
2837,14-04-2025,77,511,₹ 770.00,2837,250
2838,10-07-2025,98,191,₹ 980.00,2838,374
2839,25-09-2025,15,410,₹ 150.00,2839,446
2840,30-07-2025,14,685,₹ 140.00,2840,389
2841,06-10-2025,29,40,₹ 290.00,2841,87
2842,14-06-2025,87,977,₹ 870.00,2842,464
2843,11-06-2025,100,2976,₹ 900.00,2843,64
2844,20-10-2025,77,1436,₹ 770.00,2844,173
2845,17-03-2025,58,4197,₹ 580.00,2845,485
2846,07-07-2025,73,2303,₹ 730.00,2846,37
2847,23-04-2025,58,4410,₹ 580.00,2847,266
2848,04-04-2025,22,2788,₹ 220.00,2848,379
2849,13-08-2025,7,3333,₹ 70.00,2849,73
2850,02-06-2025,47,4971,₹ 470.00,2850,15
2851,28-05-2025,45,879,₹ 450.00,2851,499
2852,15-08-2025,90,4628,₹ 900.00,2852,166
2853,21-06-2025,64,3202,₹ 640.00,2853,421
2854,22-04-2025,51,2396,₹ 510.00,2854,358
2855,02-08-2025,60,2432,₹ 600.00,2855,178
2856,10-08-2025,57,1732,₹ 570.00,2856,163
2857,29-03-2025,85,4788,₹ 850.00,2857,399
2858,20-05-2025,80,3715,₹ 800.00,2858,200
2859,09-11-2025,9,547,₹ 90.00,2859,452
2860,13-09-2025,87,2664,₹ 870.00,2860,72
2861,05-01-2025,9,771,₹ 90.00,2861,281
2862,11-01-2025,72,321,₹ 720.00,2862,147
2863,13-07-2025,15,3261,₹ 150.00,2863,248
2864,14-09-2025,12,3907,₹ 120.00,2864,31
2865,21-05-2025,38,601,₹ 380.00,2865,234
2866,18-02-2025,55,4858,₹ 550.00,2866,96
2867,11-08-2025,16,1123,₹ 160.00,2867,143
2868,13-03-2025,85,4996,₹ 850.00,2868,424
2869,17-06-2025,98,2158,₹ 980.00,2869,214
2870,05-10-2025,81,1161,₹ 810.00,2870,94
2871,06-09-2025,21,4939,₹ 210.00,2871,234
2872,06-10-2025,87,3364,₹ 870.00,2872,28
2873,12-01-2025,4,1451,₹ 40.00,2873,198
2874,23-09-2025,80,3293,₹ 800.00,2874,10
2875,26-06-2025,52,868,₹ 520.00,2875,398
2876,18-04-2025,86,2521,₹ 860.00,2876,330
2877,17-10-2025,35,1659,₹ 350.00,2877,273
2878,11-11-2025,87,4360,₹ 870.00,2878,141
2879,22-06-2025,91,2454,₹ 910.00,2879,211
2880,03-03-2025,14,1236,₹ 140.00,2880,3
2881,02-11-2025,8,3850,₹ 80.00,2881,410
2882,17-08-2025,67,233,₹ 670.00,2882,364
2883,01-02-2025,38,3558,₹ 380.00,2883,82
2884,29-06-2025,89,3564,₹ 890.00,2884,457
2885,28-01-2025,93,3840,₹ 930.00,2885,15
2886,20-09-2025,72,1544,₹ 720.00,2886,69
2887,06-11-2025,68,4602,₹ 680.00,2887,266
2888,25-01-2025,61,332,₹ 610.00,2888,352
2889,04-09-2025,8,2185,₹ 80.00,2889,481
2890,15-05-2025,100,1002,₹ 900.00,2890,141
2891,27-02-2025,16,4922,₹ 160.00,2891,54
2892,27-10-2025,85,345,₹ 850.00,2892,199
2893,29-09-2025,49,3811,₹ 490.00,2893,403
2894,20-01-2025,79,3093,₹ 790.00,2894,459
2895,27-05-2025,94,3083,₹ 940.00,2895,500
2896,14-01-2025,28,359,₹ 280.00,2896,430
2897,09-03-2025,6,1130,₹ 60.00,2897,2
2898,17-06-2025,91,2804,₹ 910.00,2898,359
2899,25-09-2025,87,1503,₹ 870.00,2899,163
2900,21-05-2025,27,301,₹ 270.00,2900,73
2901,09-07-2025,11,3780,₹ 110.00,2901,12
2902,07-11-2025,21,4968,₹ 210.00,2902,431
2903,28-04-2025,61,1725,₹ 610.00,2903,155
2904,10-10-2025,23,1050,₹ 230.00,2904,56
2905,19-06-2025,26,1967,₹ 260.00,2905,496
2906,03-01-2025,5,4145,₹ 50.00,2906,400
2907,13-08-2025,99,288,₹ 990.00,2907,393
2908,24-06-2025,59,810,₹ 590.00,2908,472
2909,14-07-2025,15,2385,₹ 150.00,2909,412
2910,07-07-2025,55,278,₹ 550.00,2910,291
2911,06-04-2025,75,2416,₹ 750.00,2911,43
2912,10-07-2025,42,2153,₹ 420.00,2912,496
2913,01-01-2025,77,3947,₹ 770.00,2913,180
2914,15-09-2025,55,3157,₹ 550.00,2914,215
2915,16-10-2025,57,3510,₹ 570.00,2915,324
2916,01-09-2025,92,455,₹ 920.00,2916,495
2917,08-02-2025,4,4473,₹ 40.00,2917,290
2918,13-02-2025,76,768,₹ 760.00,2918,164
2919,05-04-2025,19,982,₹ 190.00,2919,430
2920,28-06-2025,81,1318,₹ 810.00,2920,402
2921,04-11-2025,77,2529,₹ 770.00,2921,14
2922,28-04-2025,81,4448,₹ 810.00,2922,98
2923,15-05-2025,7,4553,₹ 70.00,2923,87
2924,03-03-2025,81,4524,₹ 810.00,2924,135
2925,24-01-2025,28,4624,₹ 280.00,2925,200
2926,12-09-2025,73,3902,₹ 730.00,2926,84
2927,21-07-2025,83,1534,₹ 830.00,2927,379
2928,09-08-2025,90,2582,₹ 900.00,2928,16
2929,17-10-2025,10,1398,₹ 100.00,2929,464
2930,10-05-2025,2,1504,₹ 20.00,2930,157
2931,17-03-2025,2,4962,₹ 20.00,2931,67
2932,26-05-2025,68,2816,₹ 680.00,2932,136
2933,21-06-2025,43,420,₹ 430.00,2933,354
2934,24-05-2025,56,2101,₹ 560.00,2934,396
2935,19-01-2025,88,3934,₹ 880.00,2935,348
2936,22-02-2025,82,2029,₹ 820.00,2936,94
2937,16-05-2025,67,4484,₹ 670.00,2937,312
2938,15-07-2025,2,4276,₹ 20.00,2938,423
2939,19-08-2025,74,4206,₹ 740.00,2939,300
2940,02-08-2025,19,785,₹ 190.00,2940,137
2941,01-09-2025,41,4156,₹ 410.00,2941,402
2942,26-06-2025,23,3771,₹ 230.00,2942,340
2943,31-10-2025,42,1686,₹ 420.00,2943,472
2944,27-08-2025,90,2885,₹ 900.00,2944,456
2945,28-08-2025,18,916,₹ 180.00,2945,330
2946,26-07-2025,58,1560,₹ 580.00,2946,464
2947,11-04-2025,59,4947,₹ 590.00,2947,214
2948,17-09-2025,78,4992,₹ 780.00,2948,182
2949,21-07-2025,46,2525,₹ 460.00,2949,318
2950,06-01-2025,5,1296,₹ 50.00,2950,412
2951,14-02-2025,53,906,₹ 530.00,2951,43
2952,14-10-2025,18,4854,₹ 180.00,2952,172
2953,29-07-2025,95,3896,₹ 950.00,2953,127
2954,12-05-2025,6,1012,₹ 60.00,2954,69
2955,16-09-2025,7,2609,₹ 70.00,2955,168
2956,23-07-2025,70,3344,₹ 700.00,2956,385
2957,26-08-2025,71,1335,₹ 710.00,2957,30
2958,30-10-2025,17,2536,₹ 170.00,2958,145
2959,17-09-2025,43,2831,₹ 430.00,2959,439
2960,11-06-2025,52,601,₹ 520.00,2960,108
2961,26-04-2025,87,4314,₹ 870.00,2961,64
2962,25-06-2025,61,4464,₹ 610.00,2962,282
2963,11-08-2025,30,883,₹ 300.00,2963,204
2964,11-03-2025,95,1318,₹ 950.00,2964,34
2965,31-08-2025,73,217,₹ 730.00,2965,176
2966,15-01-2025,70,3114,₹ 700.00,2966,461
2967,21-06-2025,5,1351,₹ 50.00,2967,344
2968,07-09-2025,80,3578,₹ 800.00,2968,279
2969,26-09-2025,70,1948,₹ 700.00,2969,394
2970,17-08-2025,15,4453,₹ 150.00,2970,192
2971,23-05-2025,32,768,₹ 320.00,2971,363
2972,17-09-2025,97,2446,₹ 970.00,2972,54
2973,16-06-2025,88,1367,₹ 880.00,2973,423
2974,05-08-2025,14,817,₹ 140.00,2974,305
2975,03-01-2025,72,4481,₹ 720.00,2975,143
2976,08-11-2025,28,3959,₹ 280.00,2976,104
2977,12-02-2025,48,4610,₹ 480.00,2977,6
2978,25-01-2025,26,2544,₹ 260.00,2978,422
2979,22-05-2025,73,3481,₹ 730.00,2979,126
2980,09-06-2025,8,3653,₹ 80.00,2980,368
2981,30-05-2025,6,3027,₹ 60.00,2981,461
2982,23-06-2025,50,1575,₹ 500.00,2982,388
2983,13-08-2025,24,2444,₹ 240.00,2983,495
2984,16-07-2025,62,1913,₹ 620.00,2984,82
2985,16-08-2025,99,2614,₹ 990.00,2985,282
2986,18-02-2025,92,147,₹ 920.00,2986,425
2987,19-04-2025,30,918,₹ 300.00,2987,146
2988,29-09-2025,20,4168,₹ 200.00,2988,456
2989,23-01-2025,16,1868,₹ 160.00,2989,103
2990,25-02-2025,100,4908,₹ 900.00,2990,60
2991,13-04-2025,63,3996,₹ 630.00,2991,348
2992,18-08-2025,48,103,₹ 480.00,2992,188
2993,09-05-2025,4,1904,₹ 40.00,2993,247
2994,22-06-2025,82,3349,₹ 820.00,2994,433
2995,11-06-2025,60,4987,₹ 600.00,2995,103
2996,01-02-2025,12,31,₹ 120.00,2996,401
2997,22-01-2025,84,4047,₹ 840.00,2997,182
2998,25-09-2025,97,3151,₹ 970.00,2998,401
2999,09-04-2025,19,3381,₹ 190.00,2999,156
3000,26-05-2025,95,770,₹ 950.00,3000,321
3001,02-06-2025,21,1093,₹ 210.00,3001,268
3002,08-02-2025,96,595,₹ 960.00,3002,98
3003,25-03-2025,46,3992,₹ 460.00,3003,496
3004,14-03-2025,37,4825,₹ 370.00,3004,74
3005,03-03-2025,75,3025,₹ 750.00,3005,96
3006,10-02-2025,56,2528,₹ 560.00,3006,402
3007,15-02-2025,40,2398,₹ 400.00,3007,310
3008,27-01-2025,22,4841,₹ 220.00,3008,7
3009,05-07-2025,25,1481,₹ 250.00,3009,443
3010,31-05-2025,99,4799,₹ 990.00,3010,77
3011,15-02-2025,15,3064,₹ 150.00,3011,427
3012,12-01-2025,9,4505,₹ 90.00,3012,414
3013,31-01-2025,96,2253,₹ 960.00,3013,60
3014,15-10-2025,30,2111,₹ 300.00,3014,295
3015,23-02-2025,89,3299,₹ 890.00,3015,179
3016,27-10-2025,15,278,₹ 150.00,3016,258
3017,11-06-2025,27,212,₹ 270.00,3017,350
3018,13-06-2025,67,2312,₹ 670.00,3018,394
3019,23-07-2025,81,732,₹ 810.00,3019,198
3020,05-06-2025,76,164,₹ 760.00,3020,345
3021,04-01-2025,43,1138,₹ 430.00,3021,301
3022,26-06-2025,82,3554,₹ 820.00,3022,491
3023,22-01-2025,77,1225,₹ 770.00,3023,127
3024,10-04-2025,96,812,₹ 960.00,3024,488
3025,30-03-2025,93,912,₹ 930.00,3025,198
3026,13-05-2025,25,4322,₹ 250.00,3026,319
3027,10-11-2025,75,4392,₹ 750.00,3027,460
3028,03-07-2025,15,1100,₹ 150.00,3028,206
3029,06-09-2025,41,274,₹ 410.00,3029,118
3030,20-04-2025,33,2849,₹ 330.00,3030,90
3031,14-04-2025,39,622,₹ 390.00,3031,188
3032,30-06-2025,8,515,₹ 80.00,3032,420
3033,06-08-2025,40,1470,₹ 400.00,3033,281
3034,14-04-2025,97,1995,₹ 970.00,3034,440
3035,20-01-2025,18,3718,₹ 180.00,3035,227
3036,29-04-2025,43,1789,₹ 430.00,3036,310
3037,09-02-2025,23,1820,₹ 230.00,3037,318
3038,27-04-2025,87,2306,₹ 870.00,3038,315
3039,11-11-2025,38,1588,₹ 380.00,3039,481
3040,31-10-2025,14,2038,₹ 140.00,3040,187
3041,08-03-2025,27,3135,₹ 270.00,3041,60
3042,02-10-2025,33,2629,₹ 330.00,3042,248
3043,17-01-2025,16,884,₹ 160.00,3043,60
3044,25-10-2025,10,609,₹ 100.00,3044,211
3045,08-04-2025,76,4881,₹ 760.00,3045,184
3046,29-01-2025,34,4180,₹ 340.00,3046,353
3047,14-02-2025,59,3262,₹ 590.00,3047,352
3048,06-09-2025,92,3174,₹ 920.00,3048,260
3049,24-08-2025,100,1351,₹ 900.00,3049,84
3050,19-05-2025,68,2612,₹ 680.00,3050,312
3051,22-05-2025,88,4119,₹ 880.00,3051,334
3052,10-04-2025,74,3574,₹ 740.00,3052,33
3053,07-03-2025,85,2933,₹ 850.00,3053,338
3054,03-02-2025,41,2423,₹ 410.00,3054,155
3055,19-06-2025,78,703,₹ 780.00,3055,28
3056,05-10-2025,59,3177,₹ 590.00,3056,333
3057,08-03-2025,87,2336,₹ 870.00,3057,165
3058,11-02-2025,76,1538,₹ 760.00,3058,270
3059,05-05-2025,22,1415,₹ 220.00,3059,399
3060,15-07-2025,46,3414,₹ 460.00,3060,151
3061,25-08-2025,3,4927,₹ 30.00,3061,52
3062,12-08-2025,24,2572,₹ 240.00,3062,462
3063,05-09-2025,20,2130,₹ 200.00,3063,160
3064,18-08-2025,16,2678,₹ 160.00,3064,442
3065,21-08-2025,1,4912,₹ 10.00,3065,149
3066,31-03-2025,27,4861,₹ 270.00,3066,88
3067,13-10-2025,60,746,₹ 600.00,3067,363
3068,05-05-2025,95,2679,₹ 950.00,3068,360
3069,15-04-2025,10,3788,₹ 100.00,3069,470
3070,03-10-2025,25,3678,₹ 250.00,3070,359
3071,22-05-2025,33,4773,₹ 330.00,3071,226
3072,17-05-2025,59,4448,₹ 590.00,3072,361
3073,14-09-2025,99,2748,₹ 990.00,3073,57
3074,29-07-2025,96,547,₹ 960.00,3074,488
3075,21-01-2025,88,2273,₹ 880.00,3075,137
3076,09-02-2025,39,231,₹ 390.00,3076,90
3077,01-07-2025,76,4368,₹ 760.00,3077,167
3078,23-03-2025,5,1226,₹ 50.00,3078,264
3079,25-04-2025,95,861,₹ 950.00,3079,98
3080,15-08-2025,51,1487,₹ 510.00,3080,144
3081,29-04-2025,70,847,₹ 700.00,3081,157
3082,20-01-2025,94,1586,₹ 940.00,3082,385
3083,27-10-2025,55,3689,₹ 550.00,3083,305
3084,13-06-2025,39,1060,₹ 390.00,3084,49
3085,22-06-2025,98,3907,₹ 980.00,3085,178
3086,19-06-2025,88,304,₹ 880.00,3086,325
